fund,rebalance_date,ticker,weight
Combined_MaxSharpe,2022-11-01,AMT,0.0
Combined_MaxSharpe,2022-11-01,BA,0.0
Combined_MaxSharpe,2022-11-01,CAT,0.0
Combined_MaxSharpe,2022-11-01,CCI,0.0
Combined_MaxSharpe,2022-11-01,CMCSA,0.0
Combined_MaxSharpe,2022-11-01,COP,0.0
Combined_MaxSharpe,2022-11-01,CVX,0.058522
Combined_MaxSharpe,2022-11-01,D,0.0
Combined_MaxSharpe,2022-11-01,DD,0.0
Combined_MaxSharpe,2022-11-01,DIS,0.0
Combined_MaxSharpe,2022-11-01,DOW,0.0
Combined_MaxSharpe,2022-11-01,DUK,0.0
Combined_MaxSharpe,2022-11-01,EA,0.0
Combined_MaxSharpe,2022-11-01,GE,0.0
Combined_MaxSharpe,2022-11-01,GILD,0.050731
Combined_MaxSharpe,2022-11-01,GS,0.0
Combined_MaxSharpe,2022-11-01,INTC,0.0
Combined_MaxSharpe,2022-11-01,KO,0.0
Combined_MaxSharpe,2022-11-01,MMM,0.0
Combined_MaxSharpe,2022-11-01,MRK,0.0
Combined_MaxSharpe,2022-11-01,MS,0.0
Combined_MaxSharpe,2022-11-01,NEE,0.0
Combined_MaxSharpe,2022-11-01,NEM,0.0
Combined_MaxSharpe,2022-11-01,NKE,0.0
Combined_MaxSharpe,2022-11-01,NUE,0.0
Combined_MaxSharpe,2022-11-01,NVDA,0.0
Combined_MaxSharpe,2022-11-01,O,0.0
Combined_MaxSharpe,2022-11-01,OXY,0.1029
Combined_MaxSharpe,2022-11-01,PLD,0.0
Combined_MaxSharpe,2022-11-01,PSA,0.0
Combined_MaxSharpe,2022-11-01,QCOM,0.0
Combined_MaxSharpe,2022-11-01,SBUX,0.0
Combined_MaxSharpe,2022-11-01,SHW,0.0
Combined_MaxSharpe,2022-11-01,SLB,0.0
Combined_MaxSharpe,2022-11-01,SO,0.0
Combined_MaxSharpe,2022-11-01,T,0.0
Combined_MaxSharpe,2022-11-01,TMUS,0.008798
Combined_MaxSharpe,2022-11-01,TTWO,0.0
Combined_MaxSharpe,2022-11-01,UPS,0.0
Combined_MaxSharpe,2022-11-01,USB,0.0
Combined_MaxSharpe,2022-11-01,V,0.0
